x,y,z,pose_json,contact_area,grasp_width,score,pair_num,edge_num,point_num
-47.9241772384094,26.058925464799124,0.5100845826306281,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",52.88119316051004,24.080502398716913,0.17242687313692842,3,6,1
-47.921943808903045,28.658655431761762,0.5474892704260628,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",38.667533599803136,24.080502398716913,0.09763249360842462,3,6,2
-44.32424506303637,26.056148187709436,0.4881615480310407,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",82.41001272778854,24.080502398716913,0.3281736470356509,3,6,3
-44.322011633530025,28.65587815467207,0.5255662358264754,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",58.83635316629436,24.080502398716913,0.2047372819584351,3,6,4
-44.31977820402367,31.255608121634708,0.5629709236219103,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",32.57087378623303,24.080502398716913,0.06725795269462077,3,6,5
-40.72431288766335,26.053370910619748,0.4662385134314535,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",112.23785311668755,24.080502398716913,0.4854209628426241,3,6,6
-40.722079458157,28.653100877582386,0.5036432012268882,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",79.30419355436078,24.080502398716913,0.31333655874430194,3,6,7
-40.71984602865066,31.252830844545024,0.541047889022323,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",43.67871416624761,24.080502398716913,0.1272088046123855,3,6,8
-37.12438071229034,26.05059363353006,0.4443154788318662,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",137.6730844032324,24.080502398716913,0.6198073507819555,3,6,9
-37.12214728278399,28.650323600492698,0.481720166627301,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",95.37942483444691,24.080502398716913,0.3990683190756132,3,6,10
-37.11991385327764,31.25005356745534,0.5191248544227358,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",51.23776499337866,24.080502398716913,0.16866598212961115,3,6,11
-33.524448536917326,26.04781635644037,0.42239244423227895,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",141.04980775741478,24.080502398716913,0.6396282074188148,3,6,12
-33.52221510741097,28.64754632340301,0.45979713202771366,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",96.8498077621494,24.080502398716913,0.40891435229080186,3,6,13
-33.519981677904624,31.247276290365647,0.4972018198231485,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",52.64980776688392,24.080502398716913,0.17813026328225176,3,6,14
-29.92451636154431,26.045039079350687,0.40046940963269173,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",142.46185052962988,24.080502398716913,0.6491603260992267,3,6,15
-29.922282932037955,28.64476904631332,0.43787409742812644,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",98.26185053436444,24.080502398716913,0.4183589651177852,3,6,16
-29.9200495025316,31.244499013275963,0.47527878522356126,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",54.06185053909903,24.080502398716913,0.18749008546209067,3,6,17
-26.324584186171293,26.042261802260995,0.3785463750331044,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",143.87389330184507,24.080502398716913,0.6585804104692539,3,6,18
-26.322350756664942,28.641991769223633,0.4159510628285392,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",99.67389330657966,24.080502398716913,0.42768465230791863,3,6,19
-26.32011732715859,31.24172173618627,0.45335575062397404,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",55.47389329534235,24.080502398716913,0.19672578601899335,3,6,20
-22.724652010798277,26.039484525171307,0.3566233404335172,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",141.35910177092785,24.080502398716913,0.6474812978960635,3,6,21
-22.722418581291922,28.63921449213395,0.3940280282289519,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",97.15910176812014,24.080502398716913,0.416485325817207,3,6,22
-22.720185151785568,31.238944459096587,0.4314327160243867,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",52.95910176494412,24.080502398716913,0.18543267414497713,3,6,23
-19.124719835425257,26.03670724808162,0.33470030583392996,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",120.41684410748483,24.080502398716913,0.5405686617410667,3,6,24
-19.122486405918902,28.63643721504426,0.37210499362936467,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",78.69639047249909,24.080502398716913,0.3223385612196864,3,6,25
-19.120252976412555,31.236167182006902,0.4095096814247995,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",41.47128021249041,24.080502398716913,0.1273926265503532,3,6,26
-15.522554230545888,28.63365993795457,0.35018195902977745,"[[-0.0008590113485971165, -0.9998961411394767, -0.01438641838285954], [0.9999811598258385, -0.0007714658582466843, -0.006089731833218686], [0.006078000730004766, -0.014391378488986294, 0.9998779656199615]]",57.55362548958936,24.080502398716913,0.2140749637404974,3,6,27
32.380666516614745,43.246047878201566,0.26930868451503165,"[[0.5736410258800885, -0.8189643848525358, -0.015274481017293891], [0.8190842638790992, 0.573663860259904, 0.0032778189912691146], [0.0060780007300047685, -0.014391378488986289, 0.9998779656199615]]",35.0230278208532,24.080502398716913,0.08011855626619056,3,7,1
35.32936986657951,45.311237775137215,0.28110883288360045,"[[0.5736410258800885, -0.8189643848525358, -0.015274481017293891], [0.8190842638790992, 0.573663860259904, 0.0032778189912691146], [0.0060780007300047685, -0.014391378488986289, 0.9998779656199615]]",42.351599260236775,24.080502398716913,0.11543741593374512,3,7,2
38.278073216544264,47.37642767207287,0.29290898125216924,"[[0.5736410258800885, -0.8189643848525358, -0.015274481017293891], [0.8190842638790992, 0.573663860259904, 0.0032778189912691146], [0.0060780007300047685, -0.014391378488986289, 0.9998779656199615]]",49.68017068416631,24.080502398716913,0.15074086365471082,3,7,3
